px,item,order,lifetime,tense,congruence,tt,gaze,rpd,region,region_num,rating,condition,rt_value,bio,critical,rating_px
2,17,88,living,Present Perfect,Congruent,362,144,144,verb+1,3,6,livingPP,3043,Katy Perry is an American singer. She lives in Los Angeles.,"She *has played* in notable* stadiums *in the past*, supposedly.",2.57446808510638
2,17,88,living,Present Perfect,Congruent,326,178,178,verb+2,4,6,livingPP,3043,Katy Perry is an American singer. She lives in Los Angeles.,"She *has played* in notable* stadiums *in the past*, supposedly.",2.57446808510638
2,17,88,living,Present Perfect,Congruent,651,234,234,verb+3,5,6,livingPP,3043,Katy Perry is an American singer. She lives in Los Angeles.,"She *has played* in notable* stadiums *in the past*, supposedly.",2.57446808510638
2,17,88,living,Present Perfect,Congruent,405,133,1559,verb+4,6,6,livingPP,3043,Katy Perry is an American singer. She lives in Los Angeles.,"She *has played* in notable* stadiums *in the past*, supposedly.",2.57446808510638
2,17,88,living,Present Perfect,Congruent,NA,NA,NA,end,7,6,livingPP,3043,Katy Perry is an American singer. She lives in Los Angeles.,"She *has played* in notable* stadiums *in the past*, supposedly.",2.57446808510638
2,27,91,living,Simple Future,Congruent,NA,NA,NA,verb-1,1,6,livingSF,1812,Richard Branson is a British businessman. He lives on Necker Island.,"He *will receive* important* humanitarian awards *in the future*, so it's said.",2.57446808510638
2,27,91,living,Simple Future,Congruent,449,449,449,verb,2,6,livingSF,1812,Richard Branson is a British businessman. He lives on Necker Island.,"He *will receive* important* humanitarian awards *in the future*, so it's said.",2.57446808510638
2,27,91,living,Simple Future,Congruent,138,138,138,verb+1,3,6,livingSF,1812,Richard Branson is a British businessman. He lives on Necker Island.,"He *will receive* important* humanitarian awards *in the future*, so it's said.",2.57446808510638
2,27,91,living,Simple Future,Congruent,359,359,359,verb+2,4,6,livingSF,1812,Richard Branson is a British businessman. He lives on Necker Island.,"He *will receive* important* humanitarian awards *in the future*, so it's said.",2.57446808510638
2,27,91,living,Simple Future,Congruent,224,224,224,verb+3,5,6,livingSF,1812,Richard Branson is a British businessman. He lives on Necker Island.,"He *will receive* important* humanitarian awards *in the future*, so it's said.",2.57446808510638
2,27,91,living,Simple Future,Congruent,347,347,347,verb+4,6,6,livingSF,1812,Richard Branson is a British businessman. He lives on Necker Island.,"He *will receive* important* humanitarian awards *in the future*, so it's said.",2.57446808510638
2,27,91,living,Simple Future,Congruent,NA,NA,NA,end,7,6,livingSF,1812,Richard Branson is a British businessman. He lives on Necker Island.,"He *will receive* important* humanitarian awards *in the future*, so it's said.",2.57446808510638
2,23,94,living,Simple Future,Congruent,NA,NA,NA,verb-1,1,6,livingSF,3518,Janet Jackson is an American singer. She lives in Los Angeles.,"She *will play* in numerous* packed arenas *in the future*, so it's said.",2.57446808510638
2,23,94,living,Simple Future,Congruent,175,175,175,verb,2,6,livingSF,3518,Janet Jackson is an American singer. She lives in Los Angeles.,"She *will play* in numerous* packed arenas *in the future*, so it's said.",2.57446808510638
2,23,94,living,Simple Future,Congruent,148,148,148,verb+1,3,6,livingSF,3518,Janet Jackson is an American singer. She lives in Los Angeles.,"She *will play* in numerous* packed arenas *in the future*, so it's said.",2.57446808510638
2,23,94,living,Simple Future,Congruent,299,299,299,verb+2,4,6,livingSF,3518,Janet Jackson is an American singer. She lives in Los Angeles.,"She *will play* in numerous* packed arenas *in the future*, so it's said.",2.57446808510638
2,23,94,living,Simple Future,Congruent,819,235,235,verb+3,5,6,livingSF,3518,Janet Jackson is an American singer. She lives in Los Angeles.,"She *will play* in numerous* packed arenas *in the future*, so it's said.",2.57446808510638
2,23,94,living,Simple Future,Congruent,1557,1164,2141,verb+4,6,6,livingSF,3518,Janet Jackson is an American singer. She lives in Los Angeles.,"She *will play* in numerous* packed arenas *in the future*, so it's said.",2.57446808510638
2,23,94,living,Simple Future,Congruent,NA,NA,NA,end,7,6,livingSF,3518,Janet Jackson is an American singer. She lives in Los Angeles.,"She *will play* in numerous* packed arenas *in the future*, so it's said.",2.57446808510638
2,77,96,living,Present Perfect,Congruent,NA,NA,NA,verb-1,1,6,livingPP,2100,"Nancy Pelosi is an American politician. She lives in Washington, D.C..","She *has worked* with important* elected officials *in the past*, apparently.",2.57446808510638
2,77,96,living,Present Perfect,Congruent,166,166,166,verb,2,6,livingPP,2100,"Nancy Pelosi is an American politician. She lives in Washington, D.C..","She *has worked* with important* elected officials *in the past*, apparently.",2.57446808510638
2,77,96,living,Present Perfect,Congruent,166,166,166,verb+1,3,6,livingPP,2100,"Nancy Pelosi is an American politician. She lives in Washington, D.C..","She *has worked* with important* elected officials *in the past*, apparently.",2.57446808510638
2,77,96,living,Present Perfect,Congruent,362,362,362,verb+2,4,6,livingPP,2100,"Nancy Pelosi is an American politician. She lives in Washington, D.C..","She *has worked* with important* elected officials *in the past*, apparently.",2.57446808510638
2,77,96,living,Present Perfect,Congruent,517,298,298,verb+3,5,6,livingPP,2100,"Nancy Pelosi is an American politician. She lives in Washington, D.C..","She *has worked* with important* elected officials *in the past*, apparently.",2.57446808510638
2,77,96,living,Present Perfect,Congruent,398,130,617,verb+4,6,6,livingPP,2100,"Nancy Pelosi is an American politician. She lives in Washington, D.C..","She *has worked* with important* elected officials *in the past*, apparently.",2.57446808510638
2,77,96,living,Present Perfect,Congruent,NA,NA,NA,end,7,6,livingPP,2100,"Nancy Pelosi is an American politician. She lives in Washington, D.C..","She *has worked* with important* elected officials *in the past*, apparently.",2.57446808510638
2,20,99,dead,Simple Future,Incongruent,NA,NA,NA,verb-1,1,1,deadSF,4180,Kurt Cobain was an American singer. He died in Seattle.,"He *will play* in notable* rock bands *in the future*, supposedly.",2.57446808510638
2,20,99,dead,Simple Future,Incongruent,189,189,189,verb,2,1,deadSF,4180,Kurt Cobain was an American singer. He died in Seattle.,"He *will play* in notable* rock bands *in the future*, supposedly.",2.57446808510638
2,20,99,dead,Simple Future,Incongruent,946,154,154,verb+1,3,1,deadSF,4180,Kurt Cobain was an American singer. He died in Seattle.,"He *will play* in notable* rock bands *in the future*, supposedly.",2.57446808510638
2,20,99,dead,Simple Future,Incongruent,872,154,154,verb+2,4,1,deadSF,4180,Kurt Cobain was an American singer. He died in Seattle.,"He *will play* in notable* rock bands *in the future*, supposedly.",2.57446808510638
2,20,99,dead,Simple Future,Incongruent,224,224,224,verb+3,5,1,deadSF,4180,Kurt Cobain was an American singer. He died in Seattle.,"He *will play* in notable* rock bands *in the future*, supposedly.",2.57446808510638
2,20,99,dead,Simple Future,Incongruent,571,571,2081,verb+4,6,1,deadSF,4180,Kurt Cobain was an American singer. He died in Seattle.,"He *will play* in notable* rock bands *in the future*, supposedly.",2.57446808510638
2,20,99,dead,Simple Future,Incongruent,NA,NA,NA,end,7,1,deadSF,4180,Kurt Cobain was an American singer. He died in Seattle.,"He *will play* in notable* rock bands *in the future*, supposedly.",2.57446808510638
2,65,101,living,Present Perfect,Congruent,NA,NA,NA,verb-1,1,6,livingPP,2592,Steven Spielberg is an American director. He lives in Los Angeles.,"He *has written* important* box office hits *in the past*, apparently.",2.57446808510638
2,65,101,living,Present Perfect,Congruent,143,143,143,verb,2,6,livingPP,2592,Steven Spielberg is an American director. He lives in Los Angeles.,"He *has written* important* box office hits *in the past*, apparently.",2.57446808510638
2,65,101,living,Present Perfect,Congruent,168,168,168,verb+1,3,6,livingPP,2592,Steven Spielberg is an American director. He lives in Los Angeles.,"He *has written* important* box office hits *in the past*, apparently.",2.57446808510638
2,65,101,living,Present Perfect,Congruent,465,465,465,verb+2,4,6,livingPP,2592,Steven Spielberg is an American director. He lives in Los Angeles.,"He *has written* important* box office hits *in the past*, apparently.",2.57446808510638
2,65,101,living,Present Perfect,Congruent,517,238,238,verb+3,5,6,livingPP,2592,Steven Spielberg is an American director. He lives in Los Angeles.,"He *has written* important* box office hits *in the past*, apparently.",2.57446808510638
2,65,101,living,Present Perfect,Congruent,758,758,1037,verb+4,6,6,livingPP,2592,Steven Spielberg is an American director. He lives in Los Angeles.,"He *has written* important* box office hits *in the past*, apparently.",2.57446808510638
2,65,101,living,Present Perfect,Congruent,NA,NA,NA,end,7,6,livingPP,2592,Steven Spielberg is an American director. He lives in Los Angeles.,"He *has written* important* box office hits *in the past*, apparently.",2.57446808510638
2,41,104,living,Present Perfect,Congruent,NA,NA,NA,verb-1,1,6,livingPP,4285,"Bill Gates is an American thinker. He lives in Washington, D.C.","He *has sold* critically acclaimed* computers *in the past*, no doubt.",2.57446808510638
2,41,104,living,Present Perfect,Congruent,NA,NA,NA,verb,2,6,livingPP,4285,"Bill Gates is an American thinker. He lives in Washington, D.C.","He *has sold* critically acclaimed* computers *in the past*, no doubt.",2.57446808510638
2,41,104,living,Present Perfect,Congruent,239,239,239,verb+1,3,6,livingPP,4285,"Bill Gates is an American thinker. He lives in Washington, D.C.","He *has sold* critically acclaimed* computers *in the past*, no doubt.",2.57446808510638
2,41,104,living,Present Perfect,Congruent,427,427,427,verb+2,4,6,livingPP,4285,"Bill Gates is an American thinker. He lives in Washington, D.C.","He *has sold* critically acclaimed* computers *in the past*, no doubt.",2.57446808510638
2,41,104,living,Present Perfect,Congruent,188,188,188,verb+3,5,6,livingPP,4285,"Bill Gates is an American thinker. He lives in Washington, D.C.","He *has sold* critically acclaimed* computers *in the past*, no doubt.",2.57446808510638
2,41,104,living,Present Perfect,Congruent,2461,226,2649,verb+4,6,6,livingPP,4285,"Bill Gates is an American thinker. He lives in Washington, D.C.","He *has sold* critically acclaimed* computers *in the past*, no doubt.",2.57446808510638
2,41,104,living,Present Perfect,Congruent,NA,NA,NA,end,7,6,livingPP,4285,"Bill Gates is an American thinker. He lives in Washington, D.C.","He *has sold* critically acclaimed* computers *in the past*, no doubt.",2.57446808510638
2,70,107,dead,Present Perfect,Incongruent,437,233,233,verb-1,1,6,deadPP,3504,Dolores O'Riordan was an Irish singer. She died in London.,"She *has written* popular* hit songs *in the past*, apparently.",2.57446808510638
2,70,107,dead,Present Perfect,Incongruent,586,145,145,verb,2,6,deadPP,3504,Dolores O'Riordan was an Irish singer. She died in London.,"She *has written* popular* hit songs *in the past*, apparently.",2.57446808510638
2,70,107,dead,Present Perfect,Incongruent,620,153,153,verb+1,3,6,deadPP,3504,Dolores O'Riordan was an Irish singer. She died in London.,"She *has written* popular* hit songs *in the past*, apparently.",2.57446808510638
2,70,107,dead,Present Perfect,Incongruent,338,188,188,verb+2,4,6,deadPP,3504,Dolores O'Riordan was an Irish singer. She died in London.,"She *has written* popular* hit songs *in the past*, apparently.",2.57446808510638
2,70,107,dead,Present Perfect,Incongruent,325,325,1587,verb+3,5,6,deadPP,3504,Dolores O'Riordan was an Irish singer. She died in London.,"She *has written* popular* hit songs *in the past*, apparently.",2.57446808510638
2,70,107,dead,Present Perfect,Incongruent,287,168,1874,verb+4,6,6,deadPP,3504,Dolores O'Riordan was an Irish singer. She died in London.,"She *has written* popular* hit songs *in the past*, apparently.",2.57446808510638
2,70,107,dead,Present Perfect,Incongruent,NA,NA,NA,end,7,6,deadPP,3504,Dolores O'Riordan was an Irish singer. She died in London.,"She *has written* popular* hit songs *in the past*, apparently.",2.57446808510638
2,66,109,dead,Present Perfect,Incongruent,209,209,209,verb-1,1,6,deadPP,1758,Martin Luther King Jr. was an American author. He died in Tennessee.,"He *has written* well-known* speeches *in the past*, apparently.",2.57446808510638
2,66,109,dead,Present Perfect,Incongruent,485,140,140,verb,2,6,deadPP,1758,Martin Luther King Jr. was an American author. He died in Tennessee.,"He *has written* well-known* speeches *in the past*, apparently.",2.57446808510638
2,66,109,dead,Present Perfect,Incongruent,136,136,136,verb+1,3,6,deadPP,1758,Martin Luther King Jr. was an American author. He died in Tennessee.,"He *has written* well-known* speeches *in the past*, apparently.",2.57446808510638
2,66,109,dead,Present Perfect,Incongruent,214,214,214,verb+2,4,6,deadPP,1758,Martin Luther King Jr. was an American author. He died in Tennessee.,"He *has written* well-known* speeches *in the past*, apparently.",2.57446808510638
2,66,109,dead,Present Perfect,Incongruent,267,267,267,verb+3,5,6,deadPP,1758,Martin Luther King Jr. was an American author. He died in Tennessee.,"He *has written* well-known* speeches *in the past*, apparently.",2.57446808510638
2,66,109,dead,Present Perfect,Incongruent,115,115,460,verb+4,6,6,deadPP,1758,Martin Luther King Jr. was an American author. He died in Tennessee.,"He *has written* well-known* speeches *in the past*, apparently.",2.57446808510638
2,66,109,dead,Present Perfect,Incongruent,NA,NA,NA,end,7,6,deadPP,1758,Martin Luther King Jr. was an American author. He died in Tennessee.,"He *has written* well-known* speeches *in the past*, apparently.",2.57446808510638
2,73,112,living,Present Perfect,Congruent,217,217,217,verb-1,1,7,livingPP,2588,Marine Le Pen is a French politician. She lives in Paris.,"She *has worked* with well-known* campaign managers *in the past*, apparently.",2.57446808510638
2,73,112,living,Present Perfect,Congruent,151,151,151,verb,2,7,livingPP,2588,Marine Le Pen is a French politician. She lives in Paris.,"She *has worked* with well-known* campaign managers *in the past*, apparently.",2.57446808510638
