px_code,trial,item,lifetime,tense,congruence,region,region_text,gaze,rpd,tt,first_fix,reg_in,reg_out,rt_ms,rating,bio,critical
P678,208,32,dead,SF,-CON,verb+1,well-deserved,188,188,188,188,0,0,2538,1,Grace Kelly was an American actor. She died in Monaco.,"She will receive well-deserved Golden Globes in the future, so it's said."
P678,208,32,dead,SF,-CON,verb+2,Golden Globes,812,812,812,301,0,0,2538,1,Grace Kelly was an American actor. She died in Monaco.,"She will receive well-deserved Golden Globes in the future, so it's said."
P678,208,32,dead,SF,-CON,verb+3,in the future,228,228,228,228,0,0,2538,1,Grace Kelly was an American actor. She died in Monaco.,"She will receive well-deserved Golden Globes in the future, so it's said."
P678,208,32,dead,SF,-CON,verb+4,so it's said.,137,355,137,137,0,1,2538,1,Grace Kelly was an American actor. She died in Monaco.,"She will receive well-deserved Golden Globes in the future, so it's said."
P653,3,6,dead,PP,-CON,verb-1,She,160,160,160,160,0,0,3576,2,Queen Mum was a British royal. She died in Windsor Castle.,"She has appeared in prominent public events in the past, supposedly."
P653,3,6,dead,PP,-CON,verb,has appeared,144,144,775,144,1,0,3576,2,Queen Mum was a British royal. She died in Windsor Castle.,"She has appeared in prominent public events in the past, supposedly."
P653,3,6,dead,PP,-CON,verb+1,in prominent,174,174,322,174,0,0,3576,2,Queen Mum was a British royal. She died in Windsor Castle.,"She has appeared in prominent public events in the past, supposedly."
P653,3,6,dead,PP,-CON,verb+2,public events,323,323,480,215,0,0,3576,2,Queen Mum was a British royal. She died in Windsor Castle.,"She has appeared in prominent public events in the past, supposedly."
P653,3,6,dead,PP,-CON,verb+3,in the past,165,165,290,165,1,0,3576,2,Queen Mum was a British royal. She died in Windsor Castle.,"She has appeared in prominent public events in the past, supposedly."
P653,3,6,dead,PP,-CON,verb+4,supposedly.,173,1638,577,173,0,1,3576,2,Queen Mum was a British royal. She died in Windsor Castle.,"She has appeared in prominent public events in the past, supposedly."
P653,5,62,dead,PP,-CON,verb-1,She,154,154,154,154,0,0,6697,2,Jana Novotna was a Czech athlete. She died in Czechia.,"She has won well-deserved Grand Slams in the past, apparently."
P653,5,62,dead,PP,-CON,verb,has won,154,154,1820,154,1,0,6697,2,Jana Novotna was a Czech athlete. She died in Czechia.,"She has won well-deserved Grand Slams in the past, apparently."
P653,5,62,dead,PP,-CON,verb+1,well-deserved,186,419,918,186,1,1,6697,2,Jana Novotna was a Czech athlete. She died in Czechia.,"She has won well-deserved Grand Slams in the past, apparently."
P653,5,62,dead,PP,-CON,verb+2,Grand Slams,323,323,667,179,1,0,6697,2,Jana Novotna was a Czech athlete. She died in Czechia.,"She has won well-deserved Grand Slams in the past, apparently."
P653,5,62,dead,PP,-CON,verb+3,in the past,201,201,499,201,0,0,6697,2,Jana Novotna was a Czech athlete. She died in Czechia.,"She has won well-deserved Grand Slams in the past, apparently."
P653,5,62,dead,PP,-CON,verb+4,apparently.,106,3133,326,106,0,1,6697,2,Jana Novotna was a Czech athlete. She died in Czechia.,"She has won well-deserved Grand Slams in the past, apparently."
P653,8,1,living,PP,+CON,verb-1,He,NA,NA,NA,0,0,0,2799,7,Eddie Redmayne is a British actor. He lives in London.,"He has appeared in numerous blockbusters in the past, supposedly."
P653,8,1,living,PP,+CON,verb,has appeared,613,613,613,176,0,0,2799,7,Eddie Redmayne is a British actor. He lives in London.,"He has appeared in numerous blockbusters in the past, supposedly."
P653,8,1,living,PP,+CON,verb+1,in numerous,206,206,408,206,1,0,2799,7,Eddie Redmayne is a British actor. He lives in London.,"He has appeared in numerous blockbusters in the past, supposedly."
P653,8,1,living,PP,+CON,verb+2,blockbusters,173,173,173,173,0,0,2799,7,Eddie Redmayne is a British actor. He lives in London.,"He has appeared in numerous blockbusters in the past, supposedly."
P653,8,1,living,PP,+CON,verb+3,in the past,440,440,730,276,1,0,2799,7,Eddie Redmayne is a British actor. He lives in London.,"He has appeared in numerous blockbusters in the past, supposedly."
P653,8,1,living,PP,+CON,verb+4,supposedly.,140,860,368,140,0,1,2799,7,Eddie Redmayne is a British actor. He lives in London.,"He has appeared in numerous blockbusters in the past, supposedly."
P653,10,67,living,SF,+CON,verb-1,He,165,165,165,165,0,0,3366,6,Christopher Nolan is a British-American director. He lives in Los Angeles.,"He will write well-known film scripts in the future, apparently."
P653,10,67,living,SF,+CON,verb,will write,265,265,917,265,1,0,3366,6,Christopher Nolan is a British-American director. He lives in Los Angeles.,"He will write well-known film scripts in the future, apparently."
P653,10,67,living,SF,+CON,verb+1,well-known,326,870,672,326,0,1,3366,6,Christopher Nolan is a British-American director. He lives in Los Angeles.,"He will write well-known film scripts in the future, apparently."
P653,10,67,living,SF,+CON,verb+2,film scripts,100,100,335,100,0,0,3366,6,Christopher Nolan is a British-American director. He lives in Los Angeles.,"He will write well-known film scripts in the future, apparently."
P653,10,67,living,SF,+CON,verb+3,in the future,232,232,549,150,1,0,3366,6,Christopher Nolan is a British-American director. He lives in Los Angeles.,"He will write well-known film scripts in the future, apparently."
P653,10,67,living,SF,+CON,verb+4,apparently.,170,1176,170,170,0,1,3366,6,Christopher Nolan is a British-American director. He lives in Los Angeles.,"He will write well-known film scripts in the future, apparently."
P653,13,27,living,SF,+CON,verb-1,He,166,166,166,166,0,0,3085,2,Richard Branson is a British businessman. He lives on Necker Island.,"He will receive important humanitarian awards in the future, so it's said."
P653,13,27,living,SF,+CON,verb,will receive,186,186,649,186,1,0,3085,2,Richard Branson is a British businessman. He lives on Necker Island.,"He will receive important humanitarian awards in the future, so it's said."
P653,13,27,living,SF,+CON,verb+1,important,235,428,235,235,0,1,3085,2,Richard Branson is a British businessman. He lives on Necker Island.,"He will receive important humanitarian awards in the future, so it's said."
P653,13,27,living,SF,+CON,verb+2,humanitarian awards,214,214,361,214,0,0,3085,2,Richard Branson is a British businessman. He lives on Necker Island.,"He will receive important humanitarian awards in the future, so it's said."
P653,13,27,living,SF,+CON,verb+3,in the future,329,329,329,172,0,0,3085,2,Richard Branson is a British businessman. He lives on Necker Island.,"He will receive important humanitarian awards in the future, so it's said."
P653,13,27,living,SF,+CON,verb+4,so it's said.,356,1109,692,176,0,1,3085,2,Richard Branson is a British businessman. He lives on Necker Island.,"He will receive important humanitarian awards in the future, so it's said."
P653,16,18,dead,PP,-CON,verb-1,She,163,163,163,163,0,0,5084,5,Audrey Hepburn was a British actor. She died in Switzerland.,"She has played in prominent theatres in the past, supposedly."
P653,16,18,dead,PP,-CON,verb,has played,145,145,1469,145,1,0,5084,5,Audrey Hepburn was a British actor. She died in Switzerland.,"She has played in prominent theatres in the past, supposedly."
P653,16,18,dead,PP,-CON,verb+1,in prominent,251,251,778,251,1,0,5084,5,Audrey Hepburn was a British actor. She died in Switzerland.,"She has played in prominent theatres in the past, supposedly."
P653,16,18,dead,PP,-CON,verb+2,theatres,149,149,678,149,0,0,5084,5,Audrey Hepburn was a British actor. She died in Switzerland.,"She has played in prominent theatres in the past, supposedly."
P653,16,18,dead,PP,-CON,verb+3,in the past,169,169,342,169,0,0,5084,5,Audrey Hepburn was a British actor. She died in Switzerland.,"She has played in prominent theatres in the past, supposedly."
P653,16,18,dead,PP,-CON,verb+4,supposedly.,161,3256,534,161,0,1,5084,5,Audrey Hepburn was a British actor. She died in Switzerland.,"She has played in prominent theatres in the past, supposedly."
P653,18,77,living,PP,+CON,verb-1,She,NA,NA,NA,0,0,0,3357,7,"Nancy Pelosi is an American politician. She lives in Washington, D.C..","She has worked with important elected officials in the past, apparently."
P653,18,77,living,PP,+CON,verb,has worked,318,318,667,168,1,0,3357,7,"Nancy Pelosi is an American politician. She lives in Washington, D.C..","She has worked with important elected officials in the past, apparently."
P653,18,77,living,PP,+CON,verb+1,with important,254,254,390,254,1,0,3357,7,"Nancy Pelosi is an American politician. She lives in Washington, D.C..","She has worked with important elected officials in the past, apparently."
P653,18,77,living,PP,+CON,verb+2,elected officials,342,342,429,176,1,0,3357,7,"Nancy Pelosi is an American politician. She lives in Washington, D.C..","She has worked with important elected officials in the past, apparently."
P653,18,77,living,PP,+CON,verb+3,in the past,721,721,1009,721,1,0,3357,7,"Nancy Pelosi is an American politician. She lives in Washington, D.C..","She has worked with important elected officials in the past, apparently."
P653,18,77,living,PP,+CON,verb+4,apparently.,272,1132,272,272,0,1,3357,7,"Nancy Pelosi is an American politician. She lives in Washington, D.C..","She has worked with important elected officials in the past, apparently."
P653,21,49,living,PP,+CON,verb-1,He,NA,NA,NA,0,0,0,3156,2,Brad Pitt is an American actor. He lives in Los Angeles.,"He has starred in critically acclaimed film productions in the past, no doubt."
P653,21,49,living,PP,+CON,verb,has starred,298,298,523,167,1,0,3156,2,Brad Pitt is an American actor. He lives in Los Angeles.,"He has starred in critically acclaimed film productions in the past, no doubt."
P653,21,49,living,PP,+CON,verb+1,in critically acclaimed,352,352,607,169,1,0,3156,2,Brad Pitt is an American actor. He lives in Los Angeles.,"He has starred in critically acclaimed film productions in the past, no doubt."
P653,21,49,living,PP,+CON,verb+2,film productions,103,103,937,103,1,0,3156,2,Brad Pitt is an American actor. He lives in Los Angeles.,"He has starred in critically acclaimed film productions in the past, no doubt."
P653,21,49,living,PP,+CON,verb+3,in the past,131,131,131,131,0,0,3156,2,Brad Pitt is an American actor. He lives in Los Angeles.,"He has starred in critically acclaimed film productions in the past, no doubt."
P653,21,49,living,PP,+CON,verb+4,no doubt.,123,1744,430,123,0,1,3156,2,Brad Pitt is an American actor. He lives in Los Angeles.,"He has starred in critically acclaimed film productions in the past, no doubt."
P653,23,13,living,PP,+CON,verb-1,She,NA,NA,NA,0,0,0,1509,NA,Beyoncé is an American singer. She lives in Los Angeles.,"She has performed in prestigious arenas in the past, supposedly."
P653,23,13,living,PP,+CON,verb,has performed,287,287,287,175,0,0,1509,NA,Beyoncé is an American singer. She lives in Los Angeles.,"She has performed in prestigious arenas in the past, supposedly."
P653,23,13,living,PP,+CON,verb+1,in prestigious,307,307,307,157,0,0,1509,NA,Beyoncé is an American singer. She lives in Los Angeles.,"She has performed in prestigious arenas in the past, supposedly."
P653,23,13,living,PP,+CON,verb+2,arenas,169,169,169,169,0,0,1509,NA,Beyoncé is an American singer. She lives in Los Angeles.,"She has performed in prestigious arenas in the past, supposedly."
P653,23,13,living,PP,+CON,verb+3,in the past,235,235,235,235,0,0,1509,NA,Beyoncé is an American singer. She lives in Los Angeles.,"She has performed in prestigious arenas in the past, supposedly."
P653,23,13,living,PP,+CON,verb+4,supposedly.,321,321,321,321,0,0,1509,NA,Beyoncé is an American singer. She lives in Los Angeles.,"She has performed in prestigious arenas in the past, supposedly."
P653,26,22,dead,PP,-CON,verb-1,He,NA,NA,NA,0,0,0,3636,NA,David Bowie was a British singer. He died in New York.,"He has played numerous concerts in the past, so it's said."
P653,26,22,dead,PP,-CON,verb,has played,438,438,902,196,1,0,3636,NA,David Bowie was a British singer. He died in New York.,"He has played numerous concerts in the past, so it's said."
P653,26,22,dead,PP,-CON,verb+1,numerous,209,209,351,209,0,0,3636,NA,David Bowie was a British singer. He died in New York.,"He has played numerous concerts in the past, so it's said."
P653,26,22,dead,PP,-CON,verb+2,concerts,196,196,333,196,0,0,3636,NA,David Bowie was a British singer. He died in New York.,"He has played numerous concerts in the past, so it's said."
P653,26,22,dead,PP,-CON,verb+3,in the past,266,266,426,266,1,0,3636,NA,David Bowie was a British singer. He died in New York.,"He has played numerous concerts in the past, so it's said."
P653,26,22,dead,PP,-CON,verb+4,so it's said.,368,1967,1064,165,0,1,3636,NA,David Bowie was a British singer. He died in New York.,"He has played numerous concerts in the past, so it's said."
P653,29,26,dead,PP,-CON,verb-1,She,NA,NA,NA,0,0,0,1819,6,Carrie Fischer was an American actor. She died in Los Angeles.,"She has received well-deserved Oscar nominations in the past, so it's said."
P653,29,26,dead,PP,-CON,verb,has received,374,374,374,212,1,0,1819,6,Carrie Fischer was an American actor. She died in Los Angeles.,"She has received well-deserved Oscar nominations in the past, so it's said."
P653,29,26,dead,PP,-CON,verb+1,well-deserved,112,112,112,112,0,0,1819,6,Carrie Fischer was an American actor. She died in Los Angeles.,"She has received well-deserved Oscar nominations in the past, so it's said."
P653,29,26,dead,PP,-CON,verb+2,Oscar nominations,180,822,336,180,0,1,1819,6,Carrie Fischer was an American actor. She died in Los Angeles.,"She has received well-deserved Oscar nominations in the past, so it's said."
P653,29,26,dead,PP,-CON,verb+3,in the past,192,192,192,192,0,0,1819,6,Carrie Fischer was an American actor. She died in Los Angeles.,"She has received well-deserved Oscar nominations in the past, so it's said."
P653,29,26,dead,PP,-CON,verb+4,so it's said.,432,432,432,171,0,0,1819,6,Carrie Fischer was an American actor. She died in Los Angeles.,"She has received well-deserved Oscar nominations in the past, so it's said."
